ACap1,ACap2,ACap3,BCap1,BCap2,BCap3
Lai Châu,Huyện Phong Thổ,Xã Ma Ly Pho,LC,HPT,XMLP
Lai Châu,Huyện Phong Thổ,Xã Nậm Xe,LC,HPT,XNX
Lai Châu,Huyện Phong Thổ,Xã Lả Nhì Thàng,LC,HPT,XLNT
Lai Châu,Huyện Sìn Hồ,Xã Ma Quai,LC,HSH,XMQ
Lai Châu,Huyện Sìn Hồ,Xã Nậm Cha,LC,HSH,XNC
Lai Châu,Huyện Sìn Hồ,Xã Pa Khóa,LC,HSH,XPK
Lai Châu,Huyện Sìn Hồ,Xã Tả Ngảo,LC,HSH,XTN
Lai Châu,Huyện Sìn Hồ,Xã Nậm Tăm,LC,HSH,XNT
Lai Châu,Huyện Sìn Hồ,Thị trấn Sìn Hồ,LC,HSH,TtSH
Lai Châu,Huyện Sìn Hồ,Xã Pa Tần,LC,HSH,XPT
Lai Châu,Huyện Sìn Hồ,Xã Phìn Hồ,LC,HSH,XPH
Lai Châu,Huyện Sìn Hồ,Xã Nậm Mạ,LC,HSH,XNM
Lai Châu,Huyện Sìn Hồ,Xã Chăn Nưa,LC,HSH,XCN
Lai Châu,Huyện Sìn Hồ,Xã Sà Dề Phìn,LC,HSH,XSDP
Lai Châu,Huyện Sìn Hồ,Xã Tủa Sín Chải,LC,HSH,XTSC
Lai Châu,Huyện Sìn Hồ,Xã Pu Sam Cáp,LC,HSH,XPSC
Lai Châu,Huyện Sìn Hồ,Xã Tả Phìn,LC,HSH,XTP
Lai Châu,Huyện Sìn Hồ,Xã Nậm Hăn,LC,HSH,XNH
Lai Châu,Huyện Sìn Hồ,Xã Phăng Xô Lin,LC,HSH,XPXL
Lai Châu,Huyện Sìn Hồ,Xã Hồng Thu,LC,HSH,XHT
Lai Châu,Huyện Sìn Hồ,Xã Làng Mô,LC,HSH,XLM
Lai Châu,Huyện Sìn Hồ,Xã Căn Co,LC,HSH,XCC
Lai Châu,Huyện Sìn Hồ,Xã Nậm Cuổi,LC,HSH,XNC
Lai Châu,Huyện Sìn Hồ,Xã Lùng Thàng,LC,HSH,XLT
Lai Châu,Huyện Sìn Hồ,Xã Noong Hẻo,LC,HSH,XNH
Lai Châu,Huyện Mường Tè,Xã Vàng San,LC,HMT,XVS
Lai Châu,Huyện Mường Tè,Xã Nậm Khao,LC,HMT,XNK
Lai Châu,Huyện Mường Tè,Xã Mường Tè,LC,HMT,XMT
Lai Châu,Huyện Mường Tè,Xã Bum Tở,LC,HMT,XBT
Lai Châu,Huyện Mường Tè,Thị trấn Mường Tè,LC,HMT,TtMT
Lai Châu,Huyện Mường Tè,Xã Tá Bạ,LC,HMT,XTB
Lai Châu,Huyện Mường Tè,Xã Thu Lũm,LC,HMT,XTL
Lai Châu,Huyện Mường Tè,Xã Kan Hồ,LC,HMT,XKH
Lai Châu,Huyện Mường Tè,Xã Ka Lăng,LC,HMT,XKL
Lai Châu,Huyện Mường Tè,Xã Bum Nưa,LC,HMT,XBN
Lai Châu,Huyện Mường Tè,Xã Pa Vệ Sử,LC,HMT,XPVS
Lai Châu,Huyện Mường Tè,Xã Pa Ủ,LC,HMT,XPU
Lai Châu,Huyện Mường Tè,Xã Tà Tổng,LC,HMT,XTT
Lai Châu,Huyện Mường Tè,Xã Mù Cả,LC,HMT,XMC
Lai Châu,Huyện Tam Đường,Xã Bình Lư,LC,HTD,XBL
Lai Châu,Huyện Tam Đường,Xã Bản Giang,LC,HTD,XBG
Lai Châu,Huyện Tam Đường,Xã Khun Há,LC,HTD,XKH
Lai Châu,Huyện Tam Đường,Xã Tả Lèng,LC,HTD,XTL
Lai Châu,Huyện Tam Đường,Xã Bản Bo,LC,HTD,XBB
Lai Châu,Huyện Tam Đường,Xã Giang Ma,LC,HTD,XGM
Lai Châu,Huyện Tam Đường,Xã Sùng Phài,LC,HTD,XSP
Lai Châu,Huyện Tam Đường,Xã Hồ Thầu,LC,HTD,XHT
Lai Châu,Huyện Tam Đường,Xã Nà Tăm,LC,HTD,XNT
Lai Châu,Huyện Tam Đường,Xã Thèn Xin,LC,HTD,XTX
Lai Châu,Huyện Tam Đường,Xã Bản Hon,LC,HTD,XBH
Lai Châu,Huyện Tam Đường,Xã Nùng Nàng,LC,HTD,XNN
Lai Châu,Huyện Tam Đường,Thị trấn Tam Đường,LC,HTD,TtTD
Lai Châu,Huyện Tam Đường,Xã Sơn Bình,LC,HTD,XSB
Lai Châu,Huyện Tân Uyên,Xã Nậm Sỏ,LC,HTU,XNS
Lai Châu,Huyện Tân Uyên,Xã Nậm Cần,LC,HTU,XNC
Lai Châu,Huyện Tân Uyên,Xã Pắc Ta,LC,HTU,XPT
Lai Châu,Huyện Tân Uyên,Thị trấn Tân Uyên,LC,HTU,TtTU
Lai Châu,Huyện Tân Uyên,Xã Thân Thuộc,LC,HTU,XTT
Lai Châu,Huyện Tân Uyên,Xã Trung Đồng,LC,HTU,XTD
Lai Châu,Huyện Tân Uyên,Xã Tà Mít,LC,HTU,XTM
Lai Châu,Huyện Tân Uyên,Xã Phúc Khoa,LC,HTU,XPK
Lai Châu,Huyện Tân Uyên,Xã Hố Mít,LC,HTU,XHM
Lai Châu,Huyện Tân Uyên,Xã Mường Khoa,LC,HTU,XMK
Lai Châu,Huyện Nậm Nhùn,Xã Hua Bum,LC,HNN,XHB
Lai Châu,Huyện Nậm Nhùn,Xã Lê Lợi,LC,HNN,XLL
Lai Châu,Huyện Nậm Nhùn,Xã Mường Mô,LC,HNN,XMM
Lai Châu,Huyện Nậm Nhùn,Xã Pú Đao,LC,HNN,XPD
Lai Châu,Huyện Nậm Nhùn,Xã Nậm Chà,LC,HNN,XNC
Lai Châu,Huyện Nậm Nhùn,Xã Nậm Ban,LC,HNN,XNB
Lai Châu,Huyện Nậm Nhùn,Thị trấn Nậm Nhùn,LC,HNN,TtNN
Lai Châu,Huyện Nậm Nhùn,Xã Nậm Hàng,LC,HNN,XNH
Lai Châu,Huyện Nậm Nhùn,Xã Trung Chải,LC,HNN,XTC
Lai Châu,Huyện Nậm Nhùn,Xã Nậm Pì,LC,HNN,XNP
Lai Châu,Huyện Nậm Nhùn,Xã Nậm Manh,LC,HNN,XNM
Lai Châu,Thành Phố Lai Châu,Phường Quyết Tiến,LC,TPLC,PQT
Lai Châu,Thành Phố Lai Châu,Phường Đông Phong,LC,TPLC,PDP
Lai Châu,Thành Phố Lai Châu,Xã San Thàng,LC,TPLC,XST
Lai Châu,Thành Phố Lai Châu,Phường Quyết Thắng,LC,TPLC,PQT
Lai Châu,Thành Phố Lai Châu,Xã Nậm Loỏng,LC,TPLC,XNL
Lai Châu,Thành Phố Lai Châu,Phường Đoàn Kết,LC,TPLC,PDK
Lai Châu,Thành Phố Lai Châu,Phường Tân Phong,LC,TPLC,PTP
Lai Châu,Thành Phố Lai Châu,Xã Sùng Phài,LC,TPLC,XSP
Lâm Đồng,Huyện Đạ Huoai,Xã Hà Lâm,LD,HDH,XHL
Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Tồn,LD,HDH,XDT
Lâm Đồng,Huyện Đạ Huoai,Xã Ma Đa Guôi,LD,HDH,XMDG
Lâm Đồng,Huyện Đạ Huoai,Xã Phước Lộc,LD,HDH,XPL
Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Ploa,LD,HDH,XDP
Lâm Đồng,Huyện Đạ Huoai,Thị Trấn Đạ M'ri,LD,HDH,TTDM
Lâm Đồng,Huyện Đạ Huoai,Xã Đoàn Kết,LD,HDH,XDK
Lâm Đồng,Huyện Đạ Huoai,Thị Trấn Ma Đa Guôi,LD,HDH,TTMDG
Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Oai,LD,HDH,XDO
Lâm Đồng,Huyện Đạ Tẻh,Xã Quốc Oai,LD,HDT,XQO
Lâm Đồng,Huyện Đạ Tẻh,Xã Đạ Lây,LD,HDT,XDL
Lâm Đồng,Huyện Đạ Tẻh,Thị trấn Đạ Tẻh,LD,HDT,TtDT
Lâm Đồng,Huyện Đạ Tẻh,Xã Mỹ Đức,LD,HDT,XMD
Lâm Đồng,Huyện Đạ Tẻh,Xã Đạ Pal,LD,HDT,XDP
Lâm Đồng,Huyện Đạ Tẻh,Xã Quảng Trị,LD,HDT,XQT
Lâm Đồng,Huyện Đạ Tẻh,Xã Triệu Hải,LD,HDT,XTH
Lâm Đồng,Huyện Đạ Tẻh,Xã An Nhơn,LD,HDT,XAN
Lâm Đồng,Huyện Đạ Tẻh,Xã Đạ Kho,LD,HDT,XDK
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Đức,LD,HBL,XLD
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc An,LD,HBL,XLA
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Bảo,LD,HBL,XLB
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Tân,LD,HBL,XLT
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Lâm,LD,HBL,XLL
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Nam,LD,HBL,XLN
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Ngãi,LD,HBL,XLN
Lâm Đồng,Huyện Bảo Lâm,Thị trấn Lộc Thắng,LD,HBL,TtLT
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Phú,LD,HBL,XLP
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Quảng,LD,HBL,XLQ
Lâm Đồng,Huyện Bảo Lâm,Xã B'Lá,LD,HBL,XB
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Bắc,LD,HBL,XLB
Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,LD,HBL,XLT
Lâm Đồng,Huyện Bảo Lâm,Xã Tân Lạc,LD,HBL,XTL
Lâm Đồng,Huyện Lâm Hà,Xã Phú Sơn,LD,HLH,XPS
Lâm Đồng,Huyện Lâm Hà,Xã Liên Hà,LD,HLH,XLH
Lâm Đồng,Huyện Lâm Hà,Xã Tân Thanh,LD,HLH,XTT
Lâm Đồng,Huyện Lâm Hà,Xã Nam Hà,LD,HLH,XNH
Lâm Đồng,Huyện Lâm Hà,Xã Tân Hà,LD,HLH,XTH
Lâm Đồng,Huyện Lâm Hà,Xã Đan Phượng,LD,HLH,XDP
Lâm Đồng,Huyện Lâm Hà,Xã Tân Văn,LD,HLH,XTV
Lâm Đồng,Huyện Lâm Hà,Xã Hoài Đức,LD,HLH,XHD
Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,LD,HLH,XML
Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,LD,HLH,TtDV
Lâm Đồng,Huyện Lâm Hà,Thị trấn Nam Ban,LD,HLH,TtNB
Lâm Đồng,Huyện Lâm Hà,Xã Đạ Đờn,LD,HLH,XDD
Lâm Đồng,Huyện Lâm Hà,Xã Gia Lâm,LD,HLH,XGL
Lâm Đồng,Huyện Lâm Hà,Xã Đông Thanh,LD,HLH,XDT
Lâm Đồng,Huyện Lâm Hà,Xã Phi Tô,LD,HLH,XPT
Lâm Đồng,Huyện Lâm Hà,Xã Phúc Thọ,LD,HLH,XPT
Lâm Đồng,Huyện Đam Rông,Xã Đạ K’Nàng,LD,HDR,XDK
Lâm Đồng,Huyện Đam Rông,Xã Liêng S’Roin,LD,HDR,XLS
Lâm Đồng,Huyện Đam Rông,Xã Phi Liêng,LD,HDR,XPL
Lâm Đồng,Huyện Đam Rông,Xã Rô Men,LD,HDR,XRM
Lâm Đồng,Huyện Đam Rông,Xã Đạ Mrông,LD,HDR,XDM
Lâm Đồng,Huyện Đam Rông,Xã Đạ Tông,LD,HDR,XDT
Lâm Đồng,Huyện Đam Rông,Xã Đạ Long,LD,HDR,XDL
Lâm Đồng,Huyện Đam Rông,Xã Đạ Rsal,LD,HDR,XDR
Lâm Đồng,Huyện Lạc Dương,Xã Đạ Chais,LD,HLD,XDC
Lâm Đồng,Huyện Lạc Dương,Xã Lát,LD,HLD,XL
Lâm Đồng,Huyện Lạc Dương,Xã Đạ Sar,LD,HLD,XDS
Lâm Đồng,Huyện Lạc Dương,Thị trấn Lạc Dương,LD,HLD,TtLD
Lâm Đồng,Huyện Lạc Dương,Xã Đạ Nhim,LD,HLD,XDN
Lâm Đồng,Huyện Lạc Dương,Xã Đưng KNớ,LD,HLD,XDK
Lâm Đồng,Huyện Cát Tiên,Xã Gia Viễn,LD,HCT,XGV
Lâm Đồng,Huyện Cát Tiên,Xã Tiên Hoàng,LD,HCT,XTH
Lâm Đồng,Huyện Cát Tiên,Xã Đồng Nai Thượng,LD,HCT,XDNT
Lâm Đồng,Huyện Cát Tiên,Xã Phước Cát 2,LD,HCT,XPC2
Lâm Đồng,Huyện Cát Tiên,Xã Nam Ninh,LD,HCT,XNN
Lâm Đồng,Huyện Cát Tiên,Xã Đức Phổ,LD,HCT,XDP
Lâm Đồng,Huyện Cát Tiên,Xã Quảng Ngãi,LD,HCT,XQN
Lâm Đồng,Huyện Cát Tiên,Thị Trấn Cát Tiên,LD,HCT,TTCT
Lâm Đồng,Huyện Cát Tiên,Thị Trấn Phước Cát,LD,HCT,TTPC
Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,LD,HDD,XLL
Lâm Đồng,Huyện Đơn Dương,Xã Lạc Xuân,LD,HDD,XLX
Lâm Đồng,Huyện Đơn Dương,Xã Đạ Ròn,LD,HDD,XDR
Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,LD,HDD,XKD
Lâm Đồng,Huyện Đơn Dương,Xã K'Đơn,LD,HDD,XK
Lâm Đồng,Huyện Đơn Dương,Xã P'Róh,LD,HDD,XP
Lâm Đồng,Huyện Đơn Dương,Xã Quảng Lập,LD,HDD,XQL
Lâm Đồng,Huyện Đơn Dương,Thị trấn D'ran,LD,HDD,TtD
Lâm Đồng,Huyện Đơn Dương,Thị trấn Thạnh Mỹ,LD,HDD,TtTM
Lâm Đồng,Huyện Đơn Dương,Xã Tu Tra,LD,HDD,XTT
Lâm Đồng,Huyện Đức Trọng,Xã Liên Hiệp,LD,HDT,XLH
Lâm Đồng,Huyện Đức Trọng,Xã Tà Năng,LD,HDT,XTN
Lâm Đồng,Huyện Đức Trọng,Xã Bình Thạnh,LD,HDT,XBT
Lâm Đồng,Huyện Đức Trọng,Xã Đa Quyn,LD,HDT,XDQ
Lâm Đồng,Huyện Đức Trọng,Xã Hiệp Thạnh,LD,HDT,XHT
Lâm Đồng,Huyện Đức Trọng,Xã Tà Hine,LD,HDT,XTH
Lâm Đồng,Huyện Đức Trọng,Xã N' Thôn Hạ,LD,HDT,XNTH
Lâm Đồng,Huyện Đức Trọng,Xã Hiệp An,LD,HDT,XHA
Lâm Đồng,Huyện Đức Trọng,Xã Ninh Gia,LD,HDT,XNG
Lâm Đồng,Huyện Đức Trọng,Xã Ninh Loan,LD,HDT,XNL
Lâm Đồng,Huyện Đức Trọng,Xã Tân Thành,LD,HDT,XTT
Lâm Đồng,Huyện Đức Trọng,Xã Phú Hội,LD,HDT,XPH
Lâm Đồng,Huyện Đức Trọng,Xã Đà Loan,LD,HDT,XDL
Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,LD,HDT,TtLN
Lâm Đồng,Huyện Đức Trọng,Xã Tân Hội,LD,HDT,XTH
Lâm Đồng,Thành Phố Bảo Lộc,Xã Lộc Nga,LD,TPBL,XLN
Lâm Đồng,Thành Phố Bảo Lộc,Phường 2,LD,TPBL,P2
Lâm Đồng,Thành Phố Bảo Lộc,Phường Lộc Phát,LD,TPBL,PLP
Lâm Đồng,Thành Phố Bảo Lộc,Phường Lộc Sơn,LD,TPBL,PLS
Lâm Đồng,Thành Phố Bảo Lộc,Xã Lộc Thanh,LD,TPBL,XLT
Lâm Đồng,Thành Phố Bảo Lộc,Phường B'Lao,LD,TPBL,PB
Lâm Đồng,Thành Phố Bảo Lộc,Xã Lộc Châu,LD,TPBL,XLC
Lâm Đồng,Thành Phố Bảo Lộc,Xã Đam Bri,LD,TPBL,XDB
Lâm Đồng,Thành Phố Bảo Lộc,Phường Lộc Tiến,LD,TPBL,PLT
Lâm Đồng,Thành Phố Bảo Lộc,Xã Đại Lào,LD,TPBL,XDL
Lâm Đồng,Thành Phố Bảo Lộc,Phường 1,LD,TPBL,P1
Lâm Đồng,Huyện Di Linh,Xã Bảo Thuận,LD,HDL,XBT
Lâm Đồng,Huyện Di Linh,Xã Tân Nghĩa,LD,HDL,XTN
Lâm Đồng,Huyện Di Linh,Xã Hoà Ninh,LD,HDL,XHN
Lâm Đồng,Huyện Di Linh,Xã Hoà Trung,LD,HDL,XHT
Lâm Đồng,Huyện Di Linh,Xã Liên Đầm,LD,HDL,XLD
Lâm Đồng,Huyện Di Linh,Xã Đinh Trang Hoà,LD,HDL,XDTH
Lâm Đồng,Huyện Di Linh,Xã Gung Ré,LD,HDL,XGR
Lâm Đồng,Huyện Di Linh,Xã Gia Bắc,LD,HDL,XGB
Lâm Đồng,Huyện Di Linh,Xã Tam Bố,LD,HDL,XTB
Lâm Đồng,Huyện Di Linh,Xã Đinh Lạc,LD,HDL,XDL
Lâm Đồng,Huyện Di Linh,Xã Hoà Bắc,LD,HDL,XHB
Lâm Đồng,Huyện Di Linh,Xã Sơn Điền,LD,HDL,XSD
Lâm Đồng,Huyện Di Linh,Xã Đinh Trang Thượng,LD,HDL,XDTT
Lâm Đồng,Huyện Di Linh,Xã Tân Lâm,LD,HDL,XTL
Lâm Đồng,Huyện Di Linh,Xã Tân Châu,LD,HDL,XTC
Lâm Đồng,Huyện Di Linh,Thị trấn Di Linh,LD,HDL,TtDL
Lâm Đồng,Huyện Di Linh,Xã Gia Hiệp,LD,HDL,XGH
Lâm Đồng,Huyện Di Linh,Xã Tân Thượng,LD,HDL,XTT
Lâm Đồng,Huyện Di Linh,Xã Hoà Nam,LD,HDL,XHN
Lâm Đồng,Thành Phố Đà Lạt,Xã Xuân Thọ,LD,TPDL,XXT
Lâm Đồng,Thành Phố Đà Lạt,Phường 5,LD,TPDL,P5
Lâm Đồng,Thành Phố Đà Lạt,Xã Xuân Trường,LD,TPDL,XXT
Lâm Đồng,Thành Phố Đà Lạt,Phường 4,LD,TPDL,P4
Lâm Đồng,Thành Phố Đà Lạt,Phường 9,LD,TPDL,P9
Lâm Đồng,Thành Phố Đà Lạt,Phường 2,LD,TPDL,P2
Lâm Đồng,Thành Phố Đà Lạt,Phường 8,LD,TPDL,P8
Lâm Đồng,Thành Phố Đà Lạt,Phường 11,LD,TPDL,P1
Lâm Đồng,Thành Phố Đà Lạt,Phường 7,LD,TPDL,P7
Lâm Đồng,Thành Phố Đà Lạt,Phường 10,LD,TPDL,P1
Lâm Đồng,Thành Phố Đà Lạt,Phường 3,LD,TPDL,P3
Lâm Đồng,Thành Phố Đà Lạt,Phường 12,LD,TPDL,P1
Lâm Đồng,Thành Phố Đà Lạt,Phường 6,LD,TPDL,P6
Lâm Đồng,Thành Phố Đà Lạt,Phường 1,LD,TPDL,P1
Lâm Đồng,Thành Phố Đà Lạt,Xã Trạm Hành,LD,TPDL,XTH
Lâm Đồng,Thành Phố Đà Lạt,Xã Tà Nung,LD,TPDL,XTN
Lạng Sơn,Huyện Bắc Sơn,Xã Trấn Yên,LS,HBS,XTY
Lạng Sơn,Huyện Bắc Sơn,Thị trấn Bắc Sơn,LS,HBS,TtBS
Lạng Sơn,Huyện Bắc Sơn,Xã Nhất Hòa,LS,HBS,XNH
Lạng Sơn,Huyện Bắc Sơn,Xã Đồng Ý,LS,HBS,XDY
Lạng Sơn,Huyện Bắc Sơn,Xã Chiêu Vũ,LS,HBS,XCV
Lạng Sơn,Huyện Bắc Sơn,Xã Long Đống,LS,HBS,XLD
Lạng Sơn,Huyện Bắc Sơn,Xã Tân Lập,LS,HBS,XTL
Lạng Sơn,Huyện Bắc Sơn,Xã Chiến Thắng,LS,HBS,XCT
Lạng Sơn,Huyện Bắc Sơn,Xã Nhất Tiến,LS,HBS,XNT
Lạng Sơn,Huyện Bắc Sơn,Xã Tân Tri,LS,HBS,XTT
Lạng Sơn,Huyện Bắc Sơn,Xã Vũ Lăng,LS,HBS,XVL
Lạng Sơn,Huyện Bắc Sơn,Xã Vũ Sơn,LS,HBS,XVS
Lạng Sơn,Huyện Bắc Sơn,Xã Hưng Vũ,LS,HBS,XHV
Lạng Sơn,Huyện Bắc Sơn,Xã Vũ Lễ,LS,HBS,XVL
Lạng Sơn,Huyện Bắc Sơn,Xã Tân Thành,LS,HBS,XTT
Lạng Sơn,Huyện Bắc Sơn,Xã Vạn Thủy,LS,HBS,XVT
Lạng Sơn,Huyện Bắc Sơn,Xã Tân Hương,LS,HBS,XTH
Lạng Sơn,Huyện Bắc Sơn,Xã Bắc Quỳnh,LS,HBS,XBQ
Lạng Sơn,Huyện Bình Gia,Xã Tân Hòa,LS,HBG,XTH
Lạng Sơn,Huyện Bình Gia,Xã Yên Lỗ,LS,HBG,XYL
Lạng Sơn,Huyện Bình Gia,Xã Quý Hòa,LS,HBG,XQH
Lạng Sơn,Huyện Bình Gia,Xã Quang Trung,LS,HBG,XQT
Lạng Sơn,Huyện Bình Gia,Xã Hưng Đạo,LS,HBG,XHD
Lạng Sơn,Huyện Bình Gia,Xã Vĩnh Yên,LS,HBG,XVY
Lạng Sơn,Huyện Bình Gia,Xã Hòa Bình,LS,HBG,XHB
Lạng Sơn,Huyện Bình Gia,Xã Mông Ân,LS,HBG,XMA
Lạng Sơn,Huyện Bình Gia,Thị trấn Bình Gia,LS,HBG,TtBG
Lạng Sơn,Huyện Bình Gia,Xã Thiện Hòa,LS,HBG,XTH
Lạng Sơn,Huyện Bình Gia,Xã Thiện Thuật,LS,HBG,XTT
Lạng Sơn,Huyện Bình Gia,Xã Hoàng Văn Thụ,LS,HBG,XHVT
Lạng Sơn,Huyện Bình Gia,Xã Thiện Long,LS,HBG,XTL
Lạng Sơn,Huyện Bình Gia,Xã Hồng Phong,LS,HBG,XHP
Lạng Sơn,Huyện Bình Gia,Xã Hồng Thái,LS,HBG,XHT
Lạng Sơn,Huyện Bình Gia,Xã Minh Khai,LS,HBG,XMK
Lạng Sơn,Huyện Bình Gia,Xã Bình La,LS,HBG,XBL
Lạng Sơn,Huyện Bình Gia,Xã Hoa Thám,LS,HBG,XHT
Lạng Sơn,Huyện Bình Gia,Xã Tân Văn,LS,HBG,XTV
Lạng Sơn,Huyện Cao Lộc,Xã Hòa Cư,LS,HCL,XHC
Lạng Sơn,Huyện Cao Lộc,Xã Yên Trạch,LS,HCL,XYT
Lạng Sơn,Huyện Cao Lộc,Xã Lộc Yên,LS,HCL,XLY
Lạng Sơn,Huyện Cao Lộc,Xã Hợp Thành,LS,HCL,XHT
Lạng Sơn,Huyện Cao Lộc,Xã Thụy Hùng,LS,HCL,XTH
Lạng Sơn,Huyện Cao Lộc,Xã Tân Thành,LS,HCL,XTT
Lạng Sơn,Huyện Cao Lộc,Xã Cao Lâu,LS,HCL,XCL
Lạng Sơn,Huyện Cao Lộc,Xã Phú Xá,LS,HCL,XPX
Lạng Sơn,Huyện Cao Lộc,Xã Hải Yến,LS,HCL,XHY
Lạng Sơn,Huyện Cao Lộc,Xã Gia Cát,LS,HCL,XGC
Lạng Sơn,Huyện Cao Lộc,Xã Mẫu Sơn,LS,HCL,XMS
Lạng Sơn,Huyện Cao Lộc,Xã Bảo Lâm,LS,HCL,XBL
Lạng Sơn,Huyện Cao Lộc,Thị trấn Cao Lộc,LS,HCL,TtCL
Lạng Sơn,Huyện Cao Lộc,Xã Tân Liên,LS,HCL,XTL
Lạng Sơn,Huyện Cao Lộc,Xã Xuất Lễ,LS,HCL,XXL
Lạng Sơn,Huyện Cao Lộc,Xã Thanh Lòa,LS,HCL,XTL
Lạng Sơn,Huyện Cao Lộc,Xã Xuân Long,LS,HCL,XXL
Lạng Sơn,Huyện Cao Lộc,Thị trấn Đồng Đăng,LS,HCL,TtDD
Lạng Sơn,Huyện Cao Lộc,Xã Thạch Đạn,LS,HCL,XTD
Lạng Sơn,Huyện Cao Lộc,Xã Bình Trung,LS,HCL,XBT
Lạng Sơn,Huyện Cao Lộc,Xã Công Sơn,LS,HCL,XCS
Lạng Sơn,Huyện Cao Lộc,Xã Hồng Phong,LS,HCL,XHP
Lạng Sơn,Huyện Chi Lăng,Xã Bằng Hữu,LS,HCL,XBH
Lạng Sơn,Huyện Chi Lăng,Xã Quan Sơn,LS,HCL,XQS
Lạng Sơn,Huyện Chi Lăng,Xã Lâm Sơn,LS,HCL,XLS
Lạng Sơn,Huyện Chi Lăng,Xã Y Tịch,LS,HCL,XYT
Lạng Sơn,Huyện Chi Lăng,Xã Chiến Thắng,LS,HCL,XCT
Lạng Sơn,Huyện Chi Lăng,Xã Hữu Kiên,LS,HCL,XHK
Lạng Sơn,Huyện Chi Lăng,Xã Vân Thủy,LS,HCL,XVT
Lạng Sơn,Huyện Chi Lăng,Xã Bắc Thủy,LS,HCL,XBT
Lạng Sơn,Huyện Chi Lăng,Xã Bằng Mạc,LS,HCL,XBM
Lạng Sơn,Huyện Chi Lăng,Xã Gia Lộc,LS,HCL,XGL
Lạng Sơn,Huyện Chi Lăng,Xã Hòa Bình,LS,HCL,XHB
Lạng Sơn,Huyện Chi Lăng,Xã Mai Sao,LS,HCL,XMS
Lạng Sơn,Huyện Chi Lăng,Xã Liên Sơn,LS,HCL,XLS
Lạng Sơn,Huyện Chi Lăng,Xã Nhân Lý,LS,HCL,XNL
Lạng Sơn,Huyện Chi Lăng,Xã Vạn Linh,LS,HCL,XVL
Lạng Sơn,Huyện Chi Lăng,Thị trấn Đồng Mỏ,LS,HCL,TtDM
Lạng Sơn,Huyện Chi Lăng,Xã Vân An,LS,HCL,XVA
Lạng Sơn,Huyện Chi Lăng,Thị trấn Chi Lăng,LS,HCL,TtCL
Lạng Sơn,Huyện Chi Lăng,Xã Thượng Cường,LS,HCL,XTC
Lạng Sơn,Huyện Chi Lăng,Xã Chi Lăng,LS,HCL,XCL
Lạng Sơn,Huyện Đình Lập,Xã Lâm Ca,LS,HDL,XLC
Lạng Sơn,Huyện Đình Lập,Xã Châu Sơn,LS,HDL,XCS
Lạng Sơn,Huyện Đình Lập,Xã Cường Lợi,LS,HDL,XCL
Lạng Sơn,Huyện Đình Lập,Xã Kiên Mộc,LS,HDL,XKM
Lạng Sơn,Huyện Đình Lập,Xã Bính Xá,LS,HDL,XBX
Lạng Sơn,Huyện Đình Lập,Xã Bắc Xa,LS,HDL,XBX
Lạng Sơn,Huyện Đình Lập,Xã Bắc Lãng,LS,HDL,XBL
Lạng Sơn,Huyện Đình Lập,Xã Đình Lập,LS,HDL,XDL
Lạng Sơn,Huyện Đình Lập,Xã Thái Bình,LS,HDL,XTB
Lạng Sơn,Huyện Đình Lập,Xã Đồng Thắng,LS,HDL,XDT
Lạng Sơn,Huyện Đình Lập,Thị Trấn Nông trường Thái Bình,LS,HDL,TTNtTB
Lạng Sơn,Huyện Đình Lập,Thị Trấn Đình Lập,LS,HDL,TTDL
Lạng Sơn,Huyện Hữu Lũng,Xã Yên Bình,LS,HHL,XYB
Lạng Sơn,Huyện Hữu Lũng,Xã Minh Tiến,LS,HHL,XMT
Lạng Sơn,Huyện Hữu Lũng,Xã Minh Hòa,LS,HHL,XMH
Lạng Sơn,Huyện Hữu Lũng,Xã Yên Vượng,LS,HHL,XYV
Lạng Sơn,Huyện Hữu Lũng,Xã Vân Nham,LS,HHL,XVN
Lạng Sơn,Huyện Hữu Lũng,Thị trấn Hữu Lũng,LS,HHL,TtHL
Lạng Sơn,Huyện Hữu Lũng,Xã Tân Thành,LS,HHL,XTT
Lạng Sơn,Huyện Hữu Lũng,Xã Đồng Tân,LS,HHL,XDT
